"Sludinājumi 
 
 
datums","Modelis","Gads","Tilp.","Nobrauk.","Cena","brand"
"4x4, Subaru Legacy, 2.0 Benz/gāze, Automāts, 121Kw. TA 06.2023 Nodoklis noma","Legacy",2005,"2.0",,2890,"Subaru"
"Pārdod Subaru Outback, ar jaunām ragotam ziemas riepām, iebūvētu autonomo si","OUTBACK",2014,"2.0D",416000,9500,"Subaru"
"Touring 124kW jauna mašīna garantija 5/100 000km Visas ekstras Harman/kardon","OUTBACK",2022,"2.5",20,44900,"Subaru"
"Subaru Outback Symmetrical Awd Boxer Diesel A/t. 2015. gada. 2.0l dīzelis, 1","OUTBACK",2015,"2.0D",211000,15500,"Subaru"
"Subaru Legacy, Premium. 110 kW/150 z. s 4x4 Awd. Tikko no Beļģijas. TA bez a","Legacy",2013,"2.0D",175000,7950,"Subaru"
"Tiek tirgots ļoti labi kopts un uzturēts auto ar pilnu servisa vēsturi un pi","Legacy",2013,"2.0D",174000,7800,"Subaru"
"Subaru Outback Ridge Benzīna dzinējs 2.5/129 kW, 87 050 Km. 
-Automātiskā p","OUTBACK",2017,"2.5",88000,20800,"Subaru"
"2.5 Benzīns, 175zs, Automāts, 4X4.
Vidējais degvielas patēriņš 7, 0L/100Km.","OUTBACK",2018,"2.5",152000,19500,"Subaru"
"Subaru Forester 2.0 benzīns, automāts. 

Auto ideālā&nbsp ;tehniskā un","Forester",2021,"2.0",28000,29990,"Subaru"
"Pārdodu koptu Subaru Outback, 2.5 benzīns- gāze. ļoti ekonomisks (pilsētā 10","OUTBACK",2018,"2.5",86000,23450,"Subaru"
"Subaru Forester 2.0 D Comfort 4Wd полный привод, dec-13, 143.256 km , из Гол","Forester",2013,"2.0D",142000,8600,"Subaru"
"Svaiga Ta. Subaru Forester 2.0D 108kw, 145zs - Awd, mehāniskā pārnesumkārba.","Forester",2013,"2.0D",231000,9200,"Subaru"
"Pārdodu Subaru Outback Facelift 110kW 2014.
Carprof garantija 2 mēnešu vai","OUTBACK",2014,"2.0D",176000,9998,"Subaru"
"Subaru Outback Summit 2017., 2, 5 129Kw/175Zs, benzīns. Komplektacija atbils","OUTBACK",2017,"2.5",194000,18000,"Subaru"
"Pārdodu Subaru impreza 2.0 Turbo 155kw, Jdm wrx. V1 oem lielais aizm spoiler","Impreza",1993,"2.0",1e+05,3100,"Subaru"
"Pārdodu subaru impreza 2.0 turbo 155kw, eiropietis. Vnz (Nh-9476) Bundža bēd","Impreza",1996,"2.0",401000,1950,"Subaru"
"Subaru Outback Base Dīzeļdzinējs ar 150 Zs, 6-pakāpju automātiskā pārnesumkā","OUTBACK",2015,"2.0D",126000,17200,"Subaru"
"Subaru Outback 2.5i Cvt Ridge Benzīna dzinējs 2.5 ar 175 Zs, 7-pakāpju autom","OUTBACK",2015,"2.5",313000,14300,"Subaru"
"Pārdodu jaudīgu, izturīgu bezceļu Subaru Outback 3.6 Limited Edition, augsta","OUTBACK",2016,"3.6",110000,17000,"Subaru"
"Auto ir teicama tehniska stāvokli, pirks Latvijā, viens īpašnieks, pilna ser","OUTBACK",2010,"2.5",230000,7750,"Subaru"
"Pārdošanā Subaru Impreza Gc8, Ej20 bez turbo dzinējs, rūc bez problēmām, kār","Impreza",1997,"2.0",157000,1100,"Subaru"
"Subaru Outback 2.5i Cvt Summit Benzīna dzinējs 2.5 /175 zs, 178 175 km, 4x4","OUTBACK",2015,"2.5",179000,17900,"Subaru"
"Outback_Ideāls auto aktīvo atpūtu cienītājiem, ģimenēm - Subaru Outback 2.0","OUTBACK",2016,"2.0D",2e+05,16185,"Subaru"
"Tiek pārdots Subaru Impreza wrx ar (169kw) 2.5 turbo dzinēju. 
Sīkākai info","Impreza",2006,"2.5",116000,8200,"Subaru"
"Teicamā tehniskā un vizuālā stāvoklī, pie 90 tkm veikta apkope pie oficiālā","XV",2018,"2.0",99000,22800,"Subaru"
"Auto ir teicama tehniska stāvokli, pirks Latvijā, viens īpašnieks, pilna ser","OUTBACK",2016,"2.0D",173000,13990,"Subaru"
"Tiek pārdots 2.0 dīzeļa Subaru XV ar 108kW un patiesu nobraukumu. 
Iegādāts","XV",2013,"2.0D",91000,8900,"Subaru"
"Pārdod Subaru Legacy 2, 5 benz/gāze, automāts. 
Jaudīgs, dinamisks un ekono","Legacy",2004,"2.5",354000,2300,"Subaru"
"Jauna pirkta Adrem, garantija un bezmaksas apkopes līdz 2023.gada aprīlim. P","OUTBACK",2020,"2.5",11000,29500,"Subaru"
"Subaru Impreza
2.0i benzīna dzinējs (148zs / 110kW)
4x4 pilnpiedziņa
Auto","Impreza",2008,"2.0",,3450,"Subaru"
"Subaru Dodge Ram oficiālais dīleris Latvijā piedāvā iegādāties lietotu Subar","B9 Tribeca",2008,"3.0",244000,3800,"Subaru"
"Nesteidzīgi tirgoju Subaru līdz sniega atnākšanai. Sāks snigt gan jau pats n","Forester",2002,"2.0",148000,1500,"Subaru"
"1, 5 Awd automāts. 
Viena īpašniece. 
Nesmēķēta. Bez avārijām, bet apbružā","Impreza",2007,"1.5",76000,6850,"Subaru"
"Garantija; Awd; Kruīzkontrole; Automātiskā pārnesumkārba; Elektriski apsildā","Levorg",2016,"1.6",173000,12990,"Subaru"
"Pārdodu ģimenes auto Subaru Outback Summit (pilna komplektācija). Auto bijis","OUTBACK",2015,"2.5",170000,17450,"Subaru"
"Pārdod 2021. gada Subaru Outback Field, pirkts un pilnībā apkalpots SIA ""Adr","OUTBACK",2021,"2.5",26000,34000,"Subaru"
"Auto pirkts un apkopts Latvijā pie oficiālā dīlera, izmantots tikai ģimenes","Legacy",2011,"2.0D",170000,6200,"Subaru"
"Subaru Forester-
Automašīna labā tehniskā un vizuālā stāvoklī. 
Pārbaudīta","Forester",1999,"2.0",,1950,"Subaru"
"Subaru Justy. Pirkts jauns Latvijā. Tikko izieta tehniskā apskate. Jaunas zi","Justy",2008,"1.0",166000,1500,"Subaru"
"Subaru Levorg, 1.6 Turbo benzīns, automāts, svaigu tehnisko apskati. 

Aut","Levorg",2017,"1.6",,17490,"Subaru"
"В хорошем состоянии. Свежий То. Два комплекта резины на дисках. Информация п","Impreza",2003,"2.0",266000,2300,"Subaru"
"No Vācijas. Subaru Impreza 30 Annesvery modelis. 
Benzīns/gāze 79kw/108zs","Impreza",2010,"1.5",148000,5290,"Subaru"
"Pārdodu super jaudīgu auto - pastāvīgas pilnpiedziņas 4x4 Subaru Forester. P","Forester",2007,"2.5",282000,5850,"Subaru"
"Dodas jauna īpašnieka meklējumos lielisks Wrx, Spēcīgs auto, labā stāvoklī,","Impreza",2008,"2.5",230000,6800,"Subaru"
"Pādodu Subaru Forester labā tehniskā un vizuālā kārtībā. 2, 0 benzīns/gāze (","Forester",2008,"2.0",146000,5700,"Subaru"
"Pardod Subaru Legacy 2.5 Benzins Gaze, 4x4, 121kw. 
Auto ļoti labā tehniskā","Legacy",2004,"2.5",,2750,"Subaru"
"Lielisks ģimenes auto ar 7 sēdvietām, pilnpiedziņu, ļoti ietilpīgu bagažniek","B9 Tribeca",2008,"3.6",373000,6000,"Subaru"
"Subaru Outback 2.0 дизель 110 kw X-Mode
Экономичный, средний расход всего 6","OUTBACK",2015,"2.0D",248000,13200,"Subaru"
"Auto no Vācijas, Subaru Impreza 1.6i 2Wd 84Kw/115Ps, 5-ātrumu mehānika, ''ma","Impreza",2013,"1.6",208000,6900,"Subaru"
"Tikko no Zviedrijas. 4x4, labs aprīkojums, ādas salons, jauna apskate bez ai","Forester",2010,"2.0D",348000,5300,"Subaru"
"Auto atbraucis no Vācijas. Tehniski ideālā stāvoklī. Vizuāli roka jāpieliek","Forester",2015,"2.0D",84000,9950,"Subaru"
"Subaru Outback, dīzelis, 110 kw, 2010. gada, velūra salons, vidēji 6l/100 km","OUTBACK",2010,"2.0D",327000,3800,"Subaru"
"Только пригнана из Германии, 100% оригинальный пробег все обслуживания у офи","Impreza",2010,"2.0D",210000,4250,"Subaru"
"Subaru XV 1.6i Ridge, Benzīna dzinējs ar 114 zs, 
14 518 km, 7-pakāpju auto","XV",2020,"1.6",15000,24500,"Subaru"
"Bendzins/gaze, automāts, kārba darbojas perfekti, ritošajā nav nekādu lieku","Forester",2008,"2.0",,2899,"Subaru"
"Продаётся Subaru Tribeca, 2009 года выпуска, 3.6 бензин/газ. Очень богатая к","B9 Tribeca",2009,"3.6",244000,6150,"Subaru"
"Ļoti ekonomisks, super veikls 51kw, 
un lēts apkopē uzticamākais Subaru -Ju","Justy",2008,"1.0",,2099,"Subaru"
"Teicamā tehniskā un vizuālā stāvoklī, jauna TA, Jaunas riepas Yokohama. Sīkā","B9 Tribeca",2007,"3.0",262000,4300,"Subaru"
"Tirgojas subars ar jaunu apskati cena runajama strada pa lielam viss kam jas","Impreza",2004,"2.0",203000,2400,"Subaru"
"Pārdodu Subaru Outback 123kW 2011.
Carprof garantija 2 mēnešu vai 3000 km.","OUTBACK",2011,"2.5",229000,7499,"Subaru"
"Subaru Wrx Sti 2.5i, navigācijas sistēma, atpakaļskata kamera, Harman Kardon","Citi",2015,"2.5",90000,36500,"Subaru"
"Saimnieks pārdod Subaru Xv, Labā teh. stāvoklī.","XV",2016,"2.0D",116000,14800,"Subaru"
"Pārdod subaru Sti(Japānis), lielā turbīna, daudz uzlabojumi, sīkāk pa otru t","Impreza",2005,"2.5",148000,22000,"Subaru"
"Maiņa, nomaksa. 
4x4. Laba komplektācija. Manuāla ātrumkārba. Savā auto kat","OUTBACK",2011,"2.0D",343000,5500,"Subaru"
"Kopts un labi uzturēts auto. Pilna servisa vēsture pie dīlera. Tīra un pārba","OUTBACK",2011,"2.5",202000,8200,"Subaru"
"Tehniski un vizuāli labā stāvoklī. Jauna TA, jaunas m+s riepas, ķēdes motors","Legacy",2010,"2.0D",265000,5000,"Subaru"
"Oriģināls nobraukums, eļļa dzinējā ar filtriem mainītas ik pēc 10 000 km, te","OUTBACK",2012,"2.0D",360000,5250,"Subaru"
"Subaru Forester 4×4, 2.0L Dīzelis, 108kW, 04.2011 g. 

228 855 km

Autom","Forester",2011,"2.0D",,6700,"Subaru"
"Audomāts, klimatkontrole, apsidlāmi sēdekļi, multistūre, kruīzkontrole, ster","Legacy",2013,"2.0D",270000,7490,"Subaru"
"Pārdodu Subaru Forester 2.0D Awd(4X4) 108kW / 147zs ar mehānisko ātrumkārbu.","Forester",2008,"2.0D",270000,5450,"Subaru"
"Pārdodu Subaru XV, 2.0D, symmetrical Awd. Auto teicamā tehniskā un vizuālā s","XV",2015,"2.0D",105000,13500,"Subaru"
"Subaru Forester 2.0 Tdi 4X4 (150 zs) ar automātisko Pārnesumkārbu;

Automašī","Forester",2018,"2.0D",86000,22650,"Subaru"
"Pārdodu Outback 2, 5 benzīns/gāze, 2011.g. Stabils un drošs auto. Rūpnīcas B","OUTBACK",2011,"2.5",330000,7000,"Subaru"
"Subaru Forester 2, 0i, automāts, pastāvīga pilnpiedziņa 
Jumta lūka, sakabe","Forester",2018,"2.0",91000,23400,"Subaru"
"Subaru Outback 2, 0D. 

Automašīna Latvijā nav ekspluatēta. 

Automašīna","OUTBACK",2016,"2.0D",215000,15990,"Subaru"
"Pārdošanā Subaru Impreza 2.0b/g 2008gada. 
Auto aprīkots ar 4x4 un pazeminā","Impreza",2008,"2.0",337000,3000,"Subaru"
"Auto ar labu tehnisko Kvalitāti Legacy 2.0D 4Wd Swiss Edition , svaigi vests","Legacy",2012,"2.0D",138000,7370,"Subaru"
"Pārdod jo nopirkts jauns auto. 

Par Subaru ļoti labi rūpējas. 9 gadus vie","B9 Tribeca",2006,"3.0",205000,4450,"Subaru"
"Tiek pārdots kopts un tāpēc arī labi saglabājies Subārs. Vienmēr uzturēts la","Forester",2009,"3.0",150000,6700,"Subaru"
"Bojāts dzinēja bloks. Ir vizuāli defekti.","Forester",2010,"2.0D",278000,1150,"Subaru"
"Pardodu mainu Subaru Foraster 2008.g 25, turbo bendzins/gaze. Ta 05.2023.aut","Forester",2008,"2.5",306000,4900,"Subaru"
"Regulāras apkopes visa info ari tur, Tikko mainitas visas eļļas. Apskatāms P","Forester",2008,"2.0",201000,6500,"Subaru"
"Subaru Forester XT, Benzīna dzinējs 2.0 ar 240 zs, 6-pakāpju
automātiskā pā","Forester",2015,"2.0",246000,13700,"Subaru"
"Subaru Forester Awd (Symmetrical), patstāvīgā pilnpiedziņa un pazeminātie āt","Forester",2008,"2.0",392000,4150,"Subaru"
"Oriģināls nobraukums, Pilna servisa vēsture pie AD Rem Auto. Awd, Laba kompl","Legacy",2010,"2.0D",103000,5900,"Subaru"
"Tikko piereģistrēts un izieta jauna TA. Limited komplektācija. Jaunākās paau","OUTBACK",2010,"2.5",273000,6999,"Subaru"
"Pārdod Subaru Svx. 3.3 benzīns, manuālā kārba. Lsd reduktors, plaza amortiza","SVX",1997,"3.3",162000,3500,"Subaru"
"Benzīns/gāze, patēriņš pilsētā ap 12l/100km. Ar vienu balonu ap 400km var no","Legacy",1999,"2.5",377000,650,"Subaru"
"Pārdod no Subaru dīlera Vācijā atvestu un no Latvijas dīlera 2019. gadā iegā","Forester",2014,"2.0D",226000,14400,"Subaru"
"Benzīns/gāze, 12.11.2018. pirkts no TC Motors dīlera līzingā, esmu kārtīgs u","OUTBACK",2018,"2.5",65000,23500,"Subaru"
"Subaru-Outback symmetrical Awd 3.6R Pārdodam uzticamo ģimenes un sportisku m","OUTBACK",2012,"3.6",224000,11500,"Subaru"
"Latvijā pirkts Subaru Forester 2.0, visas apkopes pie dīlera, pierādāms nobr","Forester",2016,"2.0",78000,17600,"Subaru"
"Pārdodu savu uzticamo sportisko mašīnu Subaru Impreza XV (ļoti labs uzrāvien","Impreza",2010,"2.0D",110000,5400,"Subaru"
"Subaru Outback Ridge 2.5l 175 zs

A/m jauna pirkta, kā arī apkopes veiktas","OUTBACK",2019,"2.5",70000,26000,"Subaru"
"Subaru Impreza Wrx, 2.5Turbo 169kW, svaigu tehnisko apskati. 

Auto jauns","Impreza",2007,"2.5",,7490,"Subaru"
"Оригинальный пробег, имеются все подтверждающие документы, сервисная книжка,","XV",2016,"2.0D",170000,11000,"Subaru"
"Subaru Legacy Awd
2.0 Dīzelis
110Kw 4x4
332800 km Nobraukums
Manuālā Pār","Legacy",2010,"2.0D",,4599,"Subaru"
"Subaru Outback Field, 2.5i benzīna boxer dzinējs, pilnpiedziņa. 
Automašīna","OUTBACK",2021,"2.5",47000,34000,"Subaru"
"Pārdodu subaru darba kārtība. ziemas riepas.","Impreza",1996,"2.0",2.3,1450,"Subaru"
"Dzinēja defekts. Palīdzu pārdot Subaru Forseter 2008g. No 2009 gada vienas ī","Forester",2009,"2.0D",297000,1400,"Subaru"
"Subaru Forester Summit, 2.0Td dīzeļa dzinējs, 147 Zs (108kw), Patstāvīga pil","Forester",2010,"2.0D",175000,8590,"Subaru"
"Teicamā tehniskā un vizuālā stāvoklī, pie 15tkm veikta apkope AD Rem auto, s","XV",2019,"1.6",20000,23900,"Subaru"
"Pārdodu ļoti labu, kapitāli uzbūvētu Suzuki Samurai. Automašīna teicamā tehn","Samurai",2004,"1.8D",31000,9990,"Suzuki"
"1.9d 4x4 Ādas sēdekļi ar apsildi, keyless-go, lūka, klimatkontrole, multistū","Grand Vitara",2007,"1.9D",248000,2990,"Suzuki"
"Ērta, ekonomiska, uzticama un dinamiska, automašīna, pilna apkalpes vēsture","Swift",2007,"1.3",160000,1900,"Suzuki"
"Pārdod Suzuki Grand Vitara 2004. gads, 2.0 benzīna dzinējs. Var apskatīt Aiz","Grand Vitara",2004,"2.0",249000,1900,"Suzuki"
"Продам рамный джип лифтован. полностью в рабочем состоянии. все дополнительн","Vitara",1997,"1.6",230000,3200,"Suzuki"
"Pārdodu Suzuki Sx4. Mašīnai ir vizuāli defekti un, protams, ir arī rūsa, tač","SX4",2007,"1.6",243000,2000,"Suzuki"
"2.5benzīns 4x4, Manuāla, Ir vajadzīgi matināšanas darbi. Bez Ta. 
 Ļoti lab","Grand Vitara",1998,"2.5",,2000,"Suzuki"
"Daudz jaunas detaļas. Mainīts sajūgs, jaunas aizmugurējās atsperes, restaurē","SX4",2007,"1.6",249000,3200,"Suzuki"
"Suzuki Vitara 2Hy 1, 5Gl+, automāts, 1, 5 benzīns/Hibrīds, 5 vietas, 
Gl+ a","Vitara",2022,"1.5H",10,26230,"Suzuki"
"Pārdodu Suzuki Vitara 112 Boosterjet 2Wd Gl+ 5Mt
1.0 Turbodzinējs, ekonomis","Vitara",2019,"1.0",28000,14750,"Suzuki"
"Tiko ievests ļoti ekanomisks apvidus auto ar lielisku caurejamību, lētu uztu","SX4",2008,"1.9D",,3890,"Suzuki"
"TA ar garantiju uz Gadu no šodienas. Mazs , bet ņiprs izbrauks dziļākos snie","SX4",2011,"1.6",,3500,"Suzuki"
"Tikko no Vācijas, Suzuki Jimny 2006.gada modelis. Vācijā viens saimnieks. Vi","Jimny",2006,"1.3",230000,4600,"Suzuki"
"Gaze-Benzins. Suzuki Grand Vitara Xl modelis. 2.7 Motors ar 127 kw. Pirkta L","Grand Vitara",2004,"2.7",199000,2790,"Suzuki"
"Продаю машину в хорошем состоянии. В комплекте зимняя резина с шипами. 4 сте","Swift",2007,"1.3",326000,1000,"Suzuki"
"Pilnā komplektācija. All Grip(4x4) pilnpiedziņa. Tikko Ievests Suzuki Vitara","Vitara",2015,"1.6D",206000,12500,"Suzuki"
"Pārdod Suzuki Sx4, 2.0 dīzeļdegviela ar 4x4 pilnpiedziņu, 100 kw. Pirkts Fra","SX4",2013,"2.0D",105000,6740,"Suzuki"
"Suzuki Sx4 4x4, ar tehnisko diagnostiku. 

Automobilis pirkts jauns Latvij","SX4",2012,"1.6",175000,3990,"Suzuki"
"Ideāls auto par šo cenu. 2, 5 litri, V6, 24 vārsti, 106kw, 144zs. Benzīns +","Grand Vitara",1999,"2.5",203000,2200,"Suzuki"
"Машинка, как игрушка-компактная, аккуратная, шустрая. Полный привод
1.6 78","Liana",2006,"1.6",184000,1155,"Suzuki"
"Pārdod labu vitaru, viss sataisīts, 4x4 strādā labi","Vitara",1993,"1.6",21000,3000,"Suzuki"
"Pārdod Suzuki Sx4. Labi kopta, viens auto īpašnieks. Paaugstināts klīrenss.","SX4",2012,"1.6",194000,5000,"Suzuki"
"Suzuki Vitara 1.4 Turbojet Gl+ 6At mild hybrid ar klasisko automātisko pārne","Vitara",2022,"1.4H",9.9,23290,"Suzuki"
"Suzuki Grand Vitara 3.2 Comfort, automatic. 

Pārdodas Latvijas klimatam i","Grand Vitara",2008,"3.2",160000,5990,"Suzuki"
"Jauna TA. 4x4 pilnpiedziņa. Pārdod Suzuki Grand Vitara ar 2, 5 benzīna dzinē","Grand Vitara",2003,"2.0",246000,2690,"Suzuki"
"Suzuki Swift, 1.3L Benzīns, 68kW, 12.2008 g. 

144 739 km

No Vācijas","Swift",2008,"1.3",,3650,"Suzuki"
"Suzuki Grand Vitara 1.9Td 4x4, Ekonomisks auto. 
Labā vizuālā un tehniskā s","Grand Vitara",2007,"1.9D",238000,3850,"Suzuki"
"Suzuki Vitara Boosterjet, 1.4Turbo benzīns dzinējs, 140 Zs (103kw), Augstāka","Vitara",2016,"1.4",110000,17590,"Suzuki"
"Suzuki Jimny 1.5Vvt 100Zs 4Wd MT. Piedāvā SIA Andre Motors, oficiālais Suzuk","Jimny",2021,"1.5",14000,21990,"Suzuki"
"Suzuki Jimny 1.5Vvt 100Zs N1 4Wd GL. Piedāvā SIA Andre Motors, oficiālais Su","Jimny",2022,"1.5",10,25480,"Suzuki"
"Suzuki Vitara 1.4 (140 zs) ar automātisko Pārnesumkārbu;

Automašīnas ražotā","Vitara",2020,"1.4",26000,18550,"Suzuki"
"Pārdodu normālu auto. Var saslēgt 4x4, pazeminātie strādā. Ir A/t power funk","Grand Vitara",2005,"2.5",250000,2800,"Suzuki"
"Pārdodu Suzuki grand Vitara Gv2000 džipu kabrioletu, šobrīd stāv cietais jum","Grand Vitara",2000,"2.0",136000,3500,"Suzuki"
"Tiek tirgos labs auto bezceļiem un medībām. 
Nopirkts 2021. gadā un izmanto","Vitara",1997,"1.6",156000,3500,"Suzuki"
"Grand Vitara 1.9Td 4x4 4X4Low, Ekonomisks auto pa pilsētu 7l uz 100km. 
Lab","Grand Vitara",2007,"1.9D",227000,3770,"Suzuki"
"Pārdod labi koptu auto. Nomainīti bremžu kluči, eļļas un filtri. Labas ziema","SX4",2012,"1.6",141000,5200,"Suzuki"
"Mazs, ekonomisks, ņiprs auto. Labā tehniskā kārtībā un vizuālā kārtībā, viss","Citi",2009,"1.3D",220000,3000,"Suzuki"
"Pārdod Suzuki Sx4 ar automātisko ātrumkārbu, priekšpiedziņas versija. 
Mazs","SX4",2008,"1.6",172000,3650,"Suzuki"
"Pārdod Suzuki Liana. 
Auto ir tehniskā kārtībā, oriģināls nobraukums, augus","Liana",2004,"1.6",236000,1300,"Suzuki"
"Tiek pārdota 2008.gada automašīna Suzuki Grand Vitara ar piecu ātrumu manuāl","Grand Vitara",2008,"1.9D",,4200,"Suzuki"
"Pārdod Suzuki Vitara Allgrip, 2016.g. Mazs pārbaudāms nobraukums. Jaunās maš","Vitara",2016,"1.6",85000,12600,"Suzuki"
"Suzuki Swift ar 1.3 litru benzīna dzinēju un manuālo transmisiju. 
Kompakts","Swift",2008,"1.3",142000,3750,"Suzuki"
"Авто в хорошем техническом и визуальном состоянии . Вложений не требует. Нов","Vitara",2007,"2.0",,4000,"Suzuki"
"Pārdodu Suzuki labā tehniskā un vizuālā stāvoklī, nekādus ieguldījumus nepra","Vitara",1998,"2.0",,6000,"Suzuki"
"Labs auto medībām, makšķerēšanai, bezceļiem un citām foršām braukāšanām. Iek","Jimny",2001,"1.3",177000,5500,"Suzuki"
"Toyota Raf-4, 2.2D4D, 100kw, 4/4Wd, lieliskā stāvoklī (protams saviem gadam)","RAV 4",2007,"2.0D",275000,4890,"Toyota"
"4x4 2.2d4d 110kw. 6кпп Automašīna tikko ievesta, labā tehniskā un vizuālā st","RAV 4",2010,"2.2D",192000,8650,"Toyota"
"Cena ar Pvn. Ļoti labi aprīkots Toyota C-Hr 1.8 hibrīds ar automātisko ātrum","C-HR",2019,"1.8H",48000,24450,"Toyota"
"Cena ar Pvn. Toyota Corolla 1.8 hibrīds ar automātisko ātrumkārbu. Auto ir l","Corolla",2020,"1.8H",36000,22850,"Toyota"
"Кузов хетчбек, 93kw. , комплектация , sol pluss, Идеальное техническое и виз","Avensis",2007,"2.0D",258000,3650,"Toyota"
"Pārdodu Toyota Hilux 2014.gada 2, 5 dīzelis. Tehniski labā kārtībā. Tikko iz","Hilux",2014,"2.5D",390000,18150,"Toyota"
"Toyota Avensis Latvijā nav lietota. 

Dzinēja tilpums: 2.0 I-D4D
Jauda: 9","Avensis",2012,"2.0D",238000,6800,"Toyota"
"Īpašnieks pārdod labi koptu auto pilnākajā komplektācijā komplektācijā, kas","RAV 4",2007,"2.2D",278000,4179,"Toyota"
"Tikko no Vācijas. Latvija nav Ekspluatēta. Toyota Avensis 2.2-D4D-130Kw, Dīz","Avensis",2005,"2.2D",270000,3680,"Toyota"
"Продаётся машина в отличном состоянии. Находится в Алуксне. Всё вопросы по в","Avensis",2007,"2.0D",279000,2800,"Toyota"
"Toyota Avensis Verso 2.0D4D 85 kW 7мест. Тех. осмотр до 18.04.2023, налог за","Avensis Verso",2005,"2.0D",335000,2100,"Toyota"
"Pārdodu Toyota Raf-4
Pirmā reģistrācija 30.10.2014
2.2 Diesel(110kw-150p.","RAV 4",2014,"2.2D",,17500,"Toyota"
"Pārdodu Toyota Land Cruiser. 
Auto ļoti labā stāvoklī, pirkts Latvijā, ļoti","Land Cruiser",2000,"3.0D",181000,8500,"Toyota"
